,Betreuungsbezirk Nr,Betreuungsbezirk,Einrichtungsnummer,Einrichtungsname,Einrichtungsadresse,PLZ,Telefon,Plätze,Einrichtungsart,Trägernummer,Trägername,Trägerart,FullAddress,Unnamed: 0,long,lat
2495,10,Marzahn-Hellersdorf,10210080,Kita Montessori-Kinderhaus,Belziger Ring 055,12689,9309567,180.0,Kindertagesstätte,1278.0,urban kita gGmbH,Sonstiger freier Träger,Belziger Ring 055 12689 Berlin,2423,13.5770722,52.5631812
2496,10,Marzahn-Hellersdorf,10210090,Kita Biesdorfer Kindertagesstätte Sonne,Annenstr. 033,12683,54 230 12,31.0,Kindertagesstätte,1385.0,Biesdorfer Kindertagesstätte Sonne e.V.,Sonstiger freier Träger,Annenstr. 033 12683 Berlin,2424,13.5555895,52.5323472
2497,10,Marzahn-Hellersdorf,10210130,Kita Kiek mal Standort 1,Rosenbecker Str. 025/27,12689,93492656,105.0,Kindertagesstätte,8091.0,Kiek in- Soziale Dienste gemeinnützige Gesellschaft mbH,Sonstiger freier Träger,Rosenbecker Str. 025/27 12689 Berlin,2425,13.5711916,52.57038739999999
2498,10,Marzahn-Hellersdorf,10210150,Kita Die Bergzwerge,Glambecker Ring 080- 82,12679,9328152,164.0,Kindertagesstätte,8481.0,Plattenverbund gGmbH,Sonstiger freier Träger,Glambecker Ring 080- 82 12679 Berlin,2426,13.577268,52.555463
2499,10,Marzahn-Hellersdorf,10210160,Kita Hasenburg,Garzauer Str. 029,12683,030 5644 017,170.0,Kindertagesstätte,1233.0,FiPP e. V. - Fortbildungsinstitut für die pädagogische Praxis,Sonstiger freier Träger,Garzauer Str. 029 12683 Berlin,2427,13.5727475,52.52640539999999
2500,10,Marzahn-Hellersdorf,10210170,Kita - Sonnenkäferwelt,Beethovenstr. 029,12683,21960239,49.0,Kindertagesstätte,7551.0,Sonnenkäferwelt gGmbH,Sonstiger freier Träger,Beethovenstr. 029 12683 Berlin,2428,13.5485764,52.51079799999999
2501,10,Marzahn-Hellersdorf,10210190,Kita Kiek mal Standort 2,Dessauer Str. 004A,12689,93495433,85.0,Kindertagesstätte,8091.0,Kiek in- Soziale Dienste gemeinnützige Gesellschaft mbH,Sonstiger freier Träger,Dessauer Str. 004A 12689 Berlin,2429,13.5488766,52.5676537
2502,10,Marzahn-Hellersdorf,10210200,Mini Knirpse,Raoul-Wallenberg-Str. 052,12679,9330912,24.0,Kindertagesstätte,1278.0,urban kita gGmbH,Sonstiger freier Träger,Raoul-Wallenberg-Str. 052 12679 Berlin,2430,13.5610954,52.5469
2503,10,Marzahn-Hellersdorf,10210210,Kita Windlicht,Golliner Str. 004- 6,12689,93498520,60.0,Kindertagesstätte,1298.0,Jugendwerk Aufbau Ost JAO gGmbH,Sonstiger freier Träger,Golliner Str. 004- 6 12689 Berlin,2431,13.5798918,52.5673486
2504,10,Marzahn-Hellersdorf,10210220,"""casa dei bambini""",Grabensprung 051,12683,52678441,100.0,Kindertagesstätte,121.0,Kindergärten NordOst,Eigenbetrieb,Grabensprung 051 12683 Berlin,2432,13.5530908,52.5059546
2505,10,Marzahn-Hellersdorf,10210240,Dussmann Kulturkindergarten am Unfallkrankenhaus Berlin,Brebacher Weg 015Haus 50,12683,54712540,80.0,Kindertagesstätte,7945.0,Dussmann Kulturkindergarten gemeinnützige GmbH,Sonstiger freier Träger,Brebacher Weg 015Haus 50 12683 Berlin,2433,13.569645,52.5164554
2506,10,Marzahn-Hellersdorf,10210260,Kita Notenhopser,Murtzaner Ring 070-72,12681,225054521,190.0,Kindertagesstätte,155.0,AWO pro:mensch gGmbH,Arbeiterwohlfahrt,Murtzaner Ring 070-72 12681 Berlin,2434,13.5400907,52.5333873
2507,10,Marzahn-Hellersdorf,10210280,Kita Fuchtelzwerge,Elsterwerdaer Platz 001,12683,51488240,60.0,Kindertagesstätte,8273.0,Die Wuhlewanderer gGmbH,Sonstiger freier Träger,Elsterwerdaer Platz 001 12683 Berlin,2435,13.5576507,52.5050345
2508,10,Marzahn-Hellersdorf,10210300,Kita Kreuz und Quer,Sella-Hasse-Str. 019/21,12687,992739714,85.0,Kindertagesstätte,5281.0,Deutsches Rotes Kreuz Kreisverband Berlin - Nordost e. V.,Sonstiger freier Träger,Sella-Hasse-Str. 019/21 12687 Berlin,2436,13.5583518,52.55291399999999
2509,10,Marzahn-Hellersdorf,10210310,Kita Irgendwie Anders,Flämingstr. 014,12689,34627273,85.0,Kindertagesstätte,3995.0,"pad - präventive, altersübergreifende Dienste im sozialen Bereich - gGmbH",Sonstiger freier Träger,Flämingstr. 014 12689 Berlin,2437,13.5640899,52.5643339
2510,10,Marzahn-Hellersdorf,10210320,Kita Marzahner Chaussee,Marzahner Chaussee 207,12681,766876920,120.0,Kindertagesstätte,155.0,AWO pro:mensch gGmbH,Arbeiterwohlfahrt,Marzahner Chaussee 207 12681 Berlin,2438,13.5329175,52.5263003
2511,10,Marzahn-Hellersdorf,10210330,Kita Oberfeldstraße,Oberfeldstr. 190,12683,52660473,65.0,Kindertagesstätte,8229.0,DETI gGmbH,Sonstiger freier Träger,Oberfeldstr. 190 12683 Berlin,2439,13.5554567,52.5148412
2512,10,Marzahn-Hellersdorf,10210350,Kita Spatzennest/Kigä NordOst,Langhoffstr. 017,12681,5410398,195.0,Kindertagesstätte,121.0,Kindergärten NordOst,Eigenbetrieb,Langhoffstr. 017 12681 Berlin,2440,13.5433226,52.5319771
2513,10,Marzahn-Hellersdorf,10210370,Kita Schleusinger Straße,Schleusinger Str. 008,12687,030 99273930,45.0,Kindertagesstätte,1316.0,KITA-Dialog gGmbH,Sonstiger freier Träger,Schleusinger Str. 008 12687 Berlin,2441,13.565469,52.55756299999999
2514,10,Marzahn-Hellersdorf,10210390,Kita Wuhlehopser,Wuhletalstr. 070,12687,93664377,45.0,Kindertagesstätte,156.0,Arbeiterwohlfahrt Kreisverband Berlin Spree-Wuhle e.V.,Arbeiterwohlfahrt,Wuhletalstr. 070 12687 Berlin,2442,13.5658892,52.5599729
2515,10,Marzahn-Hellersdorf,10210410,"Kita ""Am Stadtrand""",Märkische Allee 414,12689,91140811,40.0,Kindertagesstätte,3995.0,"pad - präventive, altersübergreifende Dienste im sozialen Bereich - gGmbH",Sonstiger freier Träger,Märkische Allee 414 12689 Berlin,2443,13.5682267,52.5722756
2516,10,Marzahn-Hellersdorf,10210420,Kindertagesstätte Märchenhaus,Rudolf-Leonhard-Str. 010,12679,030 23588268,106.0,Kindertagesstätte,8501.0,Schwemler GmbH (haftungsbeschränkt),Sonstiger freier Träger,Rudolf-Leonhard-Str. 010 12679 Berlin,2444,13.5672986,52.55055979999999
2517,10,Marzahn-Hellersdorf,10210430,Kita Multitalent,Marzahner Promenade 042,12679,91140108 /98377580,53.0,Kindertagesstätte,8503.0,Kita Multitalent gGmbH,Sonstiger freier Träger,Marzahner Promenade 042 12679 Berlin,2445,13.5535606,52.5447488
2518,10,Marzahn-Hellersdorf,10210440,Kita Die Senfkörner II,Otto-Nagel-Str. 057,12683,54431391,15.0,Kindertagesstätte,1378.0,Die Senfkörner e.V.,Sonstiger freier Träger,Otto-Nagel-Str. 057 12683 Berlin,2446,13.5537869,52.5282317
2519,10,Marzahn-Hellersdorf,10210450,Kita Igelgarten/Kigä NordOst,Oberfeldstr. 038,12683,5411422,45.0,Kindertagesstätte,121.0,Kindergärten NordOst,Eigenbetrieb,Oberfeldstr. 038 12683 Berlin,2447,13.556324,52.5218869
2520,10,Marzahn-Hellersdorf,10210460,Kita Kinderstube,Amanlisweg 008,12685,23932279,54.0,Kindertagesstätte,8171.0,Westa e. V.,Sonstiger freier Träger,Amanlisweg 008 12685 Berlin,2448,13.549742,52.5346105
2521,10,Marzahn-Hellersdorf,10210470,Kita Traumland,Fridolinweg 066,12683,40742111,47.0,Kindertagesstätte,7929.0,Gemeinnützige Interkultureller Start UG (haftungsbeschränkt),Sonstiger freier Träger,Fridolinweg 066 12683 Berlin,2449,13.5676279,52.534789
2522,10,Marzahn-Hellersdorf,10210480,Kita Goldfischchen,Jan-Petersen-Str. 018,12679,03093024101,105.0,Kindertagesstätte,8654.0,MILINA gUG,Sonstiger freier Träger,Jan-Petersen-Str. 018 12679 Berlin,2450,13.5646526,52.5497859
2523,10,Marzahn-Hellersdorf,10210500,Kita Kleine Kosmonauten,Allee der Kosmonauten 067,12681,62189799,18.0,Kindertagesstätte,8770.0,ProGCHILD gGmbH,Sonstiger freier Träger,Allee der Kosmonauten 067 12681 Berlin,2451,13.543352,52.5279427
2524,10,Marzahn-Hellersdorf,10210510,Kita Gartenkinder,Irmfriedstr. 064,12683,23588104,29.0,Kindertagesstätte,8797.0,Inklusion Bildung und Soziales gemeinnützige GmbH,Sonstiger freier Träger,Irmfriedstr. 064 12683 Berlin,2452,13.5729784,52.5339435
2525,10,Marzahn-Hellersdorf,10210520,Kleiner Fratz,Marzahner Promenade 041,12679,03028505250,55.0,Kindertagesstätte,627.0,Kleiner Fratz GmbH,Sonstiger freier Träger,Marzahner Promenade 041 12679 Berlin,2453,13.5526091,52.54554049999999
2526,10,Marzahn-Hellersdorf,10210530,Kita Kleine Kapitäne Marzahn,Prötzeler Ring 031,12679,54000456,60.0,Kindertagesstätte,8599.0,Kita Kleine Kapitäne gGmbH,Sonstiger freier Träger,Prötzeler Ring 031 12679 Berlin,2454,13.5749423,52.5450851
2527,10,Marzahn-Hellersdorf,10210540,Kita Händchenklein,Havemannstr. 017a,12689,030/34656950,25.0,Kindertagesstätte,8841.0,Kita Händchenklein gUG,Sonstiger freier Träger,Havemannstr. 017a 12689 Berlin,2455,13.5731363,52.5683427
2528,10,Marzahn-Hellersdorf,10210550,Gemeinschaftsunterkunft Bitterfelder Str. (FBO),Bitterfelder Str. 011/13,12681,936692302,12.0,Eltern-Kind-Gruppe,1221.0,EJF gemeinnützige AG,Diakonisches Werk,Bitterfelder Str. 011/13 12681 Berlin,2456,13.5432599,52.5536209
2529,10,Marzahn-Hellersdorf,10210560,Kita Kienberg-Krabben,Kienbergstr. 001-3,12685,54973409,28.0,Kindertagesstätte,8712.0,KliB Kinder leben in Berlin gUG (haftungsbeschränkt),Sonstiger freier Träger,Kienbergstr. 001-3 12685 Berlin,2457,13.561841,52.5368741
2530,10,Marzahn-Hellersdorf,10210570,Gemeinschaftsunterkunft Paul-Schwenk-Str. (FBO),Paul-Schwenk-Str. 003-21,12681,01763072400,12.0,Eltern-Kind-Gruppe,7464.0,EVENTUS-BILDUNG e.V.,Sonstiger freier Träger,Paul-Schwenk-Str. 003-21 12681 Berlin,2458,13.5397679,52.5381277
2531,10,Marzahn-Hellersdorf,10210580,Kita Waldhäuschen,Schwabenallee 086,12683,5143978,55.0,Kindertagesstätte,1339.0,Kinder- und Jugend der Volkssolidarität Berlin gGmbH,Sonstiger freier Träger,Schwabenallee 086 12683 Berlin,2459,13.5631799,52.4899636
2532,10,Marzahn-Hellersdorf,10210600,Kinderwelten Akaziengrund (FBO),Allee der Kosmonauten 077,12681,0176-87837470,12.0,Eltern-Kind-Gruppe,3995.0,"pad - präventive, altersübergreifende Dienste im sozialen Bereich - gGmbH",Sonstiger freier Träger,Allee der Kosmonauten 077 12681 Berlin,2460,13.545552,52.5278565
2534,10,Marzahn-Hellersdorf,10210640,Kita Wuhleblick,Cecilienstr. 184,12683,03099274006,85.0,Kindertagesstätte,1316.0,KITA-Dialog gGmbH,Sonstiger freier Träger,Cecilienstr. 184 12683 Berlin,2462,13.5746406,52.52668449999999
2535,10,Marzahn-Hellersdorf,10210650,Kita Reggio-Kinderhaus/Kigä NordOst,Wittenberger Str. 020,12689,9327018,195.0,Kindertagesstätte,121.0,Kindergärten NordOst,Eigenbetrieb,Wittenberger Str. 020 12689 Berlin,2463,13.5666083,52.5648396
2536,10,Marzahn-Hellersdorf,10210680,Evangelische Kita Schneckenhaus,Parkweg 008,12683,030/514 39 16,55.0,Kindertagesstätte,223.0,Ev. Kirchengemeinde Biesdorf,Diakonisches Werk,Parkweg 008 12683 Berlin,2464,13.5564666,52.5102488
2537,10,Marzahn-Hellersdorf,10210690,Evangelischer Dorfkindergarten,Hinter der Mühle 005,12685,8574866431,60.0,Kindertagesstätte,210.0,Ev. Kirchengemeinde Marzahn,Diakonisches Werk,Hinter der Mühle 005 12685 Berlin,2465,13.5627296,52.5431198
2538,10,Marzahn-Hellersdorf,10210720,Kita Kinderhaus Katz und Maus/Kigä NordOst,Basdorfer Str. 002-4,12679,9352060,200.0,Kindertagesstätte,121.0,Kindergärten NordOst,Eigenbetrieb,Basdorfer Str. 002-4 12679 Berlin,2466,13.5465499,52.5456763
2539,10,Marzahn-Hellersdorf,10210730,Kita Knirpsenhaus,Raoul-Wallenberg-Str. 058- 60,12679,9330912,190.0,Kindertagesstätte,1278.0,urban kita gGmbH,Sonstiger freier Träger,Raoul-Wallenberg-Str. 058- 60 12679 Berlin,2467,13.5619526,52.54633690000001
2540,10,Marzahn-Hellersdorf,10210740,Kita Wuhlespatzen/Kigä NordOst,Zum Forsthaus 003,12683,5417075,195.0,Kindertagesstätte,121.0,Kindergärten NordOst,Eigenbetrieb,Zum Forsthaus 003 12683 Berlin,2468,13.5723994,52.5235405
2541,10,Marzahn-Hellersdorf,10210780,Humanistische Kita Knirpsenstadt am Glitzerbach,Geraer Ring 050-052,12689,9339198,175.0,Kindertagesstätte,1230.0,"Humanistischer Verband Deutschlands, Landesverband Berlin-Brandenburg KdöR",Sonstiger freier Träger,Geraer Ring 050-052 12689 Berlin,2469,13.56082,52.5690056
2542,10,Marzahn-Hellersdorf,10210800,Kita Regenbogeninsel,Glambecker Ring 050-52,12679,9328119,240.0,Kindertagesstätte,1339.0,Kinder- und Jugend der Volkssolidarität Berlin gGmbH,Sonstiger freier Träger,Glambecker Ring 050-52 12679 Berlin,2470,13.5793794,52.5534948
2543,10,Marzahn-Hellersdorf,10210820,Bunte Kinderwelt,Schorfheidestr. 048- 50,12689,93666204,220.0,Kindertagesstätte,1296.0,Jugend- und Sozialwerk gGmbH,Sonstiger freier Träger,Schorfheidestr. 048- 50 12689 Berlin,2471,13.5754564,52.5727714
2544,10,Marzahn-Hellersdorf,10210830,Kita Jahresuhr,Rabensteiner Str. 020,12689,9309633,100.0,Kindertagesstätte,1298.0,Jugendwerk Aufbau Ost JAO gGmbH,Sonstiger freier Träger,Rabensteiner Str. 020 12689 Berlin,2472,13.5753008,52.5654961
2545,10,Marzahn-Hellersdorf,10210870,"""Schwalbennest""",Jan-Petersen-Str. 027,12679,9309800,205.0,Kindertagesstätte,121.0,Kindergärten NordOst,Eigenbetrieb,Jan-Petersen-Str. 027 12679 Berlin,2473,13.562519,52.5495718
2546,10,Marzahn-Hellersdorf,10210920,Kita Kunterbunt,Liebensteiner Str. 020-22,12687,9399607,195.0,Kindertagesstätte,155.0,AWO pro:mensch gGmbH,Arbeiterwohlfahrt,Liebensteiner Str. 020-22 12687 Berlin,2474,13.5583476,52.55828409999999
2547,10,Marzahn-Hellersdorf,10210940,Kita Walter-Felsenstein-Str. 39/41/Kigä NordOst,Walter-Felsenstein-Str. 039,12687,9321022,203.0,Kindertagesstätte,121.0,Kindergärten NordOst,Eigenbetrieb,Walter-Felsenstein-Str. 039 12687 Berlin,2475,13.5554165,52.5551592
2548,10,Marzahn-Hellersdorf,10210950,Kita Raupe Nimmersatt,Marchwitzastr. 049,12681,541 05 01,195.0,Kindertagesstätte,155.0,AWO pro:mensch gGmbH,Arbeiterwohlfahrt,Marchwitzastr. 049 12681 Berlin,2476,13.5444363,52.5247373
2549,10,Marzahn-Hellersdorf,10210970,Kita Zwergenoase/Kigä NordOst,Oberweißbacher Str. 008,12687,9321140,200.0,Kindertagesstätte,121.0,Kindergärten NordOst,Eigenbetrieb,Oberweißbacher Str. 008 12687 Berlin,2477,13.5729146,52.556932
2550,10,Marzahn-Hellersdorf,10210980,Kita Hummelburg,Blumberger Damm 139,12685,030 5414 098,175.0,Kindertagesstätte,1233.0,FiPP e. V. - Fortbildungsinstitut für die pädagogische Praxis,Sonstiger freier Träger,Blumberger Damm 139 12685 Berlin,2478,13.5681137,52.5431484
2551,10,Marzahn-Hellersdorf,10210990,Kita Putzmunter,Blumberger Damm 227/229,12687,9328004,225.0,Kindertagesstätte,1339.0,Kinder- und Jugend der Volkssolidarität Berlin gGmbH,Sonstiger freier Träger,Blumberger Damm 227/229 12687 Berlin,2479,13.570217,52.552524
2552,10,Marzahn-Hellersdorf,10211010,Kita Rabennest,Rabensteiner Str. 022,12689,9309633,118.0,Kindertagesstätte,1298.0,Jugendwerk Aufbau Ost JAO gGmbH,Sonstiger freier Träger,Rabensteiner Str. 022 12689 Berlin,2480,13.5750659,52.56537549999999
2553,10,Marzahn-Hellersdorf,10211030,Kita Tausendfuß/Kigä NordOst,Salanderweg 027,12685,5411555,195.0,Kindertagesstätte,121.0,Kindergärten NordOst,Eigenbetrieb,Salanderweg 027 12685 Berlin,2481,13.5561118,52.5367781
2554,10,Marzahn-Hellersdorf,10211060,Humanistisches Familienhaus Felix,Zühlsdorfer Str. 018,12679,9358035,160.0,Kindertagesstätte,1230.0,"Humanistischer Verband Deutschlands, Landesverband Berlin-Brandenburg KdöR",Sonstiger freier Träger,Zühlsdorfer Str. 018 12679 Berlin,2482,13.54854,52.5469
2555,10,Marzahn-Hellersdorf,10211180,Kita BIP Kreativitätskita Schmetterlingswiesen,Rapsweißlingstr. 011,12683,54714464,140.0,Kindertagesstätte,8454.0,BIP - Gesellschaft für Kreativitätspädagogik gGmbH,Sonstiger freier Träger,Rapsweißlingstr. 011 12683 Berlin,2483,13.5641922,52.5023198
2556,10,Marzahn-Hellersdorf,10211210,Kita Indianerzwerge,Heesestr. 012,12683,61746324,45.0,Kindertagesstätte,8273.0,Die Wuhlewanderer gGmbH,Sonstiger freier Träger,Heesestr. 012 12683 Berlin,2484,13.5632743,52.4931218
2557,10,Marzahn-Hellersdorf,10211220,Kleine Wunder,Mehrower Allee 022,12687,62189799,27.0,Kindertagesstätte,8770.0,ProGCHILD gGmbH,Sonstiger freier Träger,Mehrower Allee 022 12687 Berlin,2485,13.5614047,52.5562411
2558,10,Marzahn-Hellersdorf,10211230,"Kita ""Murtzaner Ring""",Murtzaner Ring 068,12681,04207179,65.0,Kindertagesstätte,155.0,AWO pro:mensch gGmbH,Arbeiterwohlfahrt,Murtzaner Ring 068 12681 Berlin,2486,13.5402146,52.53225570000001
2559,10,Marzahn-Hellersdorf,10211240,Kita Mosaik,Allee der Kosmonauten 123,12681,28703517,120.0,Kindertagesstätte,8368.0,MITRA bilinguale Kindergärten gemeinnützige GmbH,Sonstiger freier Träger,Allee der Kosmonauten 123 12681 Berlin,2487,13.5474899,52.5288206
2560,10,Marzahn-Hellersdorf,10211250,Manege - Kita Bernhard Bosch,Otto-Rosenberg-Str. 001,12681,8560686777,25.0,Kindertagesstätte,8271.0,Manege gGmbH,Sonstiger freier Träger,Otto-Rosenberg-Str. 001 12681 Berlin,2488,13.5466225,52.5509553
2561,10,Marzahn-Hellersdorf,10211260,Kita Händchenklein,Mehrower Allee 020a,12687,39844996,35.0,Kindertagesstätte,8841.0,Kita Händchenklein gUG,Sonstiger freier Träger,Mehrower Allee 020a 12687 Berlin,2489,13.5585022,52.5560537
2562,10,Marzahn-Hellersdorf,10211270,M3+ JFE (nur Sprachförderung),Mehrower Allee 003,12687,9093319-10,12.0,Kindertagesstätte,5281.0,Deutsches Rotes Kreuz Kreisverband Berlin - Nordost e. V.,Sonstiger freier Träger,Mehrower Allee 003 12687 Berlin,2490,13.556411,52.5575637
2563,10,Marzahn-Hellersdorf,10211280,Montessori Kinderhaus heilpädagogische Gruppe,Belziger Ring 055-57,12689,9309567,6.0,Kindertagesstätte,1278.0,urban kita gGmbH,Sonstiger freier Träger,Belziger Ring 055-57 12689 Berlin,2491,13.5770722,52.5631812
2564,10,Marzahn-Hellersdorf,10211290,Kita Diwalizwerge,Blumberger Damm 002F,12683,50931125,85.0,Kindertagesstätte,8273.0,Die Wuhlewanderer gGmbH,Sonstiger freier Träger,Blumberger Damm 002F 12683 Berlin,2492,13.5624975,52.5094582
2565,10,Marzahn-Hellersdorf,10211310,Freie Kita Marzahn,Karl-Holtz-Str. 008,12687,208829730,82.0,Kindertagesstätte,9106.0,ASG Anerkannte Schulgesellschaft mbH,Sonstiger freier Träger,Karl-Holtz-Str. 008 12687 Berlin,2493,13.5693323,52.5526936
2566,10,Marzahn-Hellersdorf,10230030,BOOT-Kita Spatzenhaus,Gadebuscher Str. 021,12619,5615159,210.0,Kindertagesstätte,1277.0,Gemeinnützige BOOT GmbH,Sonstiger freier Träger,Gadebuscher Str. 021 12619 Berlin,2494,13.5804098,52.5164474
2567,10,Marzahn-Hellersdorf,10230070,Kita Baumelbaum,Teterower Ring 036,12619,030 561 61 05,230.0,Kindertagesstätte,1316.0,KITA-Dialog gGmbH,Sonstiger freier Träger,Teterower Ring 036 12619 Berlin,2495,13.5851085,52.5222846
2568,10,Marzahn-Hellersdorf,10230080,Kita Mahlsdorf,Erich-Baron-Weg 118,12623,9928 3521,36.0,Kindertagesstätte,1323.0,BEST-Sabel Bildungseinrichtungen gGmbH,Sonstiger freier Träger,Erich-Baron-Weg 118 12623 Berlin,2496,13.6050937,52.4827233
2569,10,Marzahn-Hellersdorf,10230150,Kita Rappelkiste,Lily-Braun-Str. 080,12619,561 29 37,220.0,Kindertagesstätte,1296.0,Jugend- und Sozialwerk gGmbH,Sonstiger freier Träger,Lily-Braun-Str. 080 12619 Berlin,2497,13.5950852,52.5234008
2570,10,Marzahn-Hellersdorf,10230180,Kita Happy-Hippo-Land/Kigä NordOst,Maxie-Wander-Str. 016,12619,5613191,200.0,Kindertagesstätte,121.0,Kindergärten NordOst,Eigenbetrieb,Maxie-Wander-Str. 016 12619 Berlin,2498,13.5954016,52.5275303
2571,10,Marzahn-Hellersdorf,10230200,Kita Finkelsteinstraße,Finkelsteinstr. 006,12619,030 5621 188,190.0,Kindertagesstätte,1233.0,FiPP e. V. - Fortbildungsinstitut für die pädagogische Praxis,Sonstiger freier Träger,Finkelsteinstr. 006 12619 Berlin,2499,13.5986667,52.5198905
2572,10,Marzahn-Hellersdorf,10230230,BOOT-Kita Haus Lach und Krach,Suhler Str. 043,12629,5618004,165.0,Kindertagesstätte,1277.0,Gemeinnützige BOOT GmbH,Sonstiger freier Träger,Suhler Str. 043 12629 Berlin,2500,13.5880259,52.5368711
2573,10,Marzahn-Hellersdorf,10230280,Humanistische Kita Kastanienallee,Kastanienallee 028-30,12627,9952269,180.0,Kindertagesstätte,1230.0,"Humanistischer Verband Deutschlands, Landesverband Berlin-Brandenburg KdöR",Sonstiger freier Träger,Kastanienallee 028-30 12627 Berlin,2501,13.6016082,52.5397678
2574,10,Marzahn-Hellersdorf,10230320,Kita Jahreskreis,Ingolstädter Str. 028,12621,5633432/56295513,60.0,Kindertagesstätte,1213.0,Jahreskreis e.V.,Sonstiger freier Träger,Ingolstädter Str. 028 12621 Berlin,2502,13.6175521,52.525721
2575,10,Marzahn-Hellersdorf,10230340,BOOT-Kita Wummelbude,Fercher Str. 010-12,12629,9939048,220.0,Kindertagesstätte,1277.0,Gemeinnützige BOOT GmbH,Sonstiger freier Träger,Fercher Str. 010-12 12629 Berlin,2503,13.5856798,52.54165159999999
2576,10,Marzahn-Hellersdorf,10230380,Kita Taffy,Zossener Str. 053,12629,9909392,190.0,Kindertagesstätte,1298.0,Jugendwerk Aufbau Ost JAO gGmbH,Sonstiger freier Träger,Zossener Str. 053 12629 Berlin,2504,13.5877921,52.5465567
2577,10,Marzahn-Hellersdorf,10230400,Kita Wirbelwind,Schrobsdorffstr. 028,12623,030 5677 419,102.0,Kindertagesstätte,1233.0,FiPP e. V. - Fortbildungsinstitut für die pädagogische Praxis,Sonstiger freier Träger,Schrobsdorffstr. 028 12623 Berlin,2505,13.6050616,52.4832021
2578,10,Marzahn-Hellersdorf,10230430,Kita Traumzauberhaus,Teupitzer Str. 010/12,12627,9939074,210.0,Kindertagesstätte,121.0,Kindergärten NordOst,Eigenbetrieb,Teupitzer Str. 010/12 12627 Berlin,2506,13.6005951,52.545597
2579,10,Marzahn-Hellersdorf,10230450,Kita Springmäuse,Stollberger Str. 025,12627,9917152,190.0,Kindertagesstätte,1278.0,urban kita gGmbH,Sonstiger freier Träger,Stollberger Str. 025 12627 Berlin,2507,13.6051267,52.5306578
2580,10,Marzahn-Hellersdorf,10230520,Kita Kaulsdorf,Bauerwitzer Weg 033,12621,563 53 20,227.0,Kindertagesstätte,1323.0,BEST-Sabel Bildungseinrichtungen gGmbH,Sonstiger freier Träger,Bauerwitzer Weg 033 12621 Berlin,2508,13.5876562,52.5156353
2581,10,Marzahn-Hellersdorf,10230550,Kita Ulmenstr. 79/Kigä NordOst,Ulmenstr. 079,12621,5675859,45.0,Kindertagesstätte,121.0,Kindergärten NordOst,Eigenbetrieb,Ulmenstr. 079 12621 Berlin,2509,13.5802268,52.4858797
